"codigo";"cod_pri";"primario";"secundario";"descricao"
"10458";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Aquisição | Usucapião Extraordinária"
"10459";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Aquisição | Usucapião Ordinária"
"10460";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Aquisição | Usucapião Especial Coletiva"
"10461";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Direito de Vizinhança"
"10462";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Condomínio"
"10463";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Condomínio em Edifício"
"10464";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Condomínio em Edifício | Administração"
"10465";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Condomínio em Edifício | Alteração de Coisa Comum"
"10466";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Condomínio em Edifício | Assembléia"
"10467";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Condomínio em Edifício | Despesas Condominiais"
"10468";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Condomínio em Edifício | Direitos / Deveres do Condômino"
"10469";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Condomínio em Edifício | Vaga de garagem"
"10470";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Incorporação Imobiliária"
"10480";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Propriedade Resolúvel"
"10481";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Propriedade Fiduciária"
"10482";"899";"DIREITO CIVIL";"Coisas";"Enfiteuse"
"10483";"899";"DIREITO CIVIL";"Coisas";"Servidão"
"10484";"899";"DIREITO CIVIL";"Coisas";"Usufruto"
"10485";"899";"DIREITO CIVIL";"Coisas";"Superfície"
"10486";"899";"DIREITO CIVIL";"Coisas";"Uso"
"10487";"899";"DIREITO CIVIL";"Coisas";"Habitação"
"10488";"899";"DIREITO CIVIL";"Coisas";"Penhor"
"10489";"899";"DIREITO CIVIL";"Coisas";"Penhor | Rural - Agrícola/Pecuário"
"10490";"899";"DIREITO CIVIL";"Coisas";"Penhor | Industrial / Mercantil"
"10491";"899";"DIREITO CIVIL";"Coisas";"Penhor | Direitos e Títulos de Crédito"
"10492";"899";"DIREITO CIVIL";"Coisas";"Penhor | Veículos"
"10493";"899";"DIREITO CIVIL";"Coisas";"Penhor | Legal"
"10494";"899";"DIREITO CIVIL";"Coisas";"Hipoteca"
"10495";"899";"DIREITO CIVIL";"Coisas";"Anticrese"
"10496";"899";"DIREITO CIVIL";"Coisas";"Promessa de Compra e Venda"
"10497";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Subsídios"
"10499";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Propriedade Intelectual / Industrial | Programa de Computador"
"10500";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Aquisição | Usucapião da L 6.969/1981"
"10501";"899";"DIREITO CIVIL";"Obrigações";"Espécies de Contratos | Crédito Rural"
"10502";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Responsabilidade da Administração";"Indenização por Dano Material"
"10503";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Responsabilidade da Administração";"Indenização por Dano Material | Erro Médico"
"10504";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Responsabilidade da Administração";"Indenização por Dano Material | Acidente de Trânsito"
"10505";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Responsabilidade da Administração";"Indenização por Dano Material | Variação Cambial"
"10508";"287";"DIREITO PENAL";"Periclitação da Vida e da Saúde e Rixa";"Maus Tratos"
"10509";"287";"DIREITO PENAL";"Periclitação da Vida e da Saúde e Rixa";"Exposição ou Abandono de Recém Nascido"
"10512";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Militar";"Processo Administrativo Disciplinar / Sindicância | Responsabilidade Civil do Militar - Indenização ao Erário"
"10514";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Utilização de Embrião Humano em Desacordo com a Legislação"
"10515";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Prática de engenharia genética em célula germinal, zigoto ou embrião humanos"
"10516";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes contra o Meio Ambiente e o Patrimônio Genético | Clonagem Humana"
"10523";"287";"DIREITO PENAL";"Crimes Previstos na Legislação Extravagante";"Crimes de Tráfico Ilícito e Uso Indevido de Drogas | Posse de Drogas para Consumo Pessoal | Despenalização / Descriminalização"
"10527";"14";"DIREITO TRIBUTÁRIO";"Limitações ao Poder de Tributar";"Imunidade  | Livros / Jornais / Periódicos"
"10528";"14";"DIREITO TRIBUTÁRIO";"Limitações ao Poder de Tributar";"Imunidade  | Entidades Sem Fins Lucrativos"
"10529";"14";"DIREITO TRIBUTÁRIO";"Limitações ao Poder de Tributar";"Imunidade  | Partidos Políticos"
"10530";"14";"DIREITO TRIBUTÁRIO";"Limitações ao Poder de Tributar";"Imunidade  | Imunidade Recíproca"
"10531";"14";"DIREITO TRIBUTÁRIO";"Impostos";"ICMS/ Imposto sobre Circulação de Mercadorias | ICMS / Incidência Sobre o Ativo Fixo"
"10532";"14";"DIREITO TRIBUTÁRIO";"Impostos";"IRPF/Imposto de Renda de Pessoa Física | Incidência sobre Auxílio-condução"
"10533";"14";"DIREITO TRIBUTÁRIO";"Impostos";"IRPF/Imposto de Renda de Pessoa Física | Incidência sobre Auxílio-creche"
"10534";"14";"DIREITO TRIBUTÁRIO";"Taxas";"Municipais | Taxa de Limpeza Pública"
"10535";"14";"DIREITO TRIBUTÁRIO";"Taxas";"Municipais | Taxa de Iluminação Pública"
"10536";"14";"DIREITO TRIBUTÁRIO";"Taxas";"Municipais | Taxa de Coleta de Lixo"
"10537";"14";"DIREITO TRIBUTÁRIO";"Taxas";"Municipais | Taxa de Prevenção e Combate a Incêndio"
"10538";"14";"DIREITO TRIBUTÁRIO";"Taxas";"Municipais | Taxa de Licenciamento de Estabelecimento"
"10539";"14";"DIREITO TRIBUTÁRIO";"Obrigação Tributária";"Capacidade Tributária"
"10540";"14";"DIREITO TRIBUTÁRIO";"Limitações ao Poder de Tributar";"Competência Tributária"
"10543";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Suspensão da Exigibilidade | Depósito Judicial"
"10544";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Extinção do Crédito Tributário | Prescrição | Constitucionalidade do artigo 4º da LC 118/05"
"10545";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Extinção do Crédito Tributário | Prescrição | Constitucionalidade do artigo 46 da Lei 8212/91"
"10546";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Extinção do Crédito Tributário | Prescrição | Suspensão"
"10547";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Extinção do Crédito Tributário | Prescrição | Interrupção"
"10548";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Extinção do Crédito Tributário | Prescrição | Decretação de Ofício"
"10549";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Extinção do Crédito Tributário | Prescrição | Suspensão | Arquivamento Administrativo - Crédito de Pequeno Valor"
"10550";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Extinção do Crédito Tributário | Prescrição | Interrupção | Despacho de Citação"
"10551";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Extinção do Crédito Tributário | Decadência | Constitucionalidade do artigo 45 da Lei 8212/91"
"10556";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Base de Cálculo | Exclusão - ICMS"
"10557";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Base de Cálculo | Exclusão - IPI"
"10558";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Base de Cálculo | Exclusão - Receitas Provenientes de Exportação"
"10559";"14";"DIREITO TRIBUTÁRIO";"Crédito Tributário";"Base de Cálculo | Cálculo de ICMS &quot;por dentro&quot;"
"10560";"14";"DIREITO TRIBUTÁRIO";"Procedimentos Fiscais";"Quebra de Sigilo Bancário"
"10561";"14";"DIREITO TRIBUTÁRIO";"Contribuições";"Contribuições Sociais | PIS - Importação"
"10562";"14";"DIREITO TRIBUTÁRIO";"Contribuições";"Contribuições Sociais | COFINS - Importação"
"10563";"14";"DIREITO TRIBUTÁRIO";"Contribuições";"Contribuições Sociais | Contribuição Social sobre o Lucro Líquido | Compensação de Prejuízo"
"10564";"864";"DIREITO DO TRABALHO";"Direito Sindical e Questões Análogas";"Contribuição Sindical Rural"
"10565";"14";"DIREITO TRIBUTÁRIO";"Contribuições";"Contribuições Corporativas | Contribuição Sindical Rural"
"10567";"195";"DIREITO PREVIDENCIÁRIO";"Benefícios em Espécie";"Aposentadoria por Invalidez Acidentária"
"10568";"864";"DIREITO DO TRABALHO";"Prescrição";"Prescrição"
"10569";"864";"DIREITO DO TRABALHO";"Prescrição";"Rural"
"10570";"864";"DIREITO DO TRABALHO";"Prescrição";"FGTS"
"10571";"864";"DIREITO DO TRABALHO";"Prescrição";"Acidente de Trabalho"
"10572";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Organização Político-administrativa / Administração Pública";"FGTS/Fundo de Garantia por Tempo de Serviço | Atualização de Conta | Termo de Adesão da LC 110/2001"
"10573";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Prisão Civil"
"10577";"899";"DIREITO CIVIL";"Família";"Relações de Parentesco"
"10581";"864";"DIREITO DO TRABALHO";"Duração do Trabalho";"Turno Ininterrupto de Revezamento"
"10582";"899";"DIREITO CIVIL";"Obrigações";"Inadimplemento | Rescisão / Resolução"
"10585";"899";"DIREITO CIVIL";"Obrigações";"Inadimplemento | Juros de Mora - Legais / Contratuais | Capitalização / Anatocismo"
"10586";"899";"DIREITO CIVIL";"Obrigações";"Inadimplemento | Juros de Mora - Legais / Contratuais | Limitação de Juros"
"10587";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Garantias Constitucionais";"Proteção da Intimidade e Sigilo de Dados"
"10588";"899";"DIREITO CIVIL";"Obrigações";"Espécies de Contratos | Sistema Financeiro da Habitação | Vícios de Construção"
"10589";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Intervenção do Estado na Propriedade";"Juros Compensatórios"
"10590";"899";"DIREITO CIVIL";"Obrigações";"Espécies de Contratos | Previdência privada | Resgate de Contribuição"
"10591";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Militar";"Sistema Remuneratório e Benefícios | Inclusão de Dependente"
"10592";"899";"DIREITO CIVIL";"Obrigações";"Adimplemento e Extinção | Desconto em folha de pagamento"
"10593";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Militar";"Sistema Remuneratório e Benefícios | Remuneração Mínima"
"10595";"899";"DIREITO CIVIL";"Coisas";"Propriedade | Condomínio em Edifício | Multa"
"10596";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Militar";"Sistema Remuneratório e Benefícios | Auxílio-invalidez"
"10598";"1156";"DIREITO DO CONSUMIDOR";"Contratos de Consumo";"Telefonia | Cobrança indevida de ligações "
"10599";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Nulidade | Quesitos"
"10600";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Nulidade | Impedimento"
"10601";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Nulidade | Suspeição"
"10602";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Suspensão | Condicional do processo"
"10603";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Suspensão | Parcelamento de crédito tributário"
"10604";"1209";"DIREITO PROCESSUAL PENAL";"Investigação Penal";"Investigação Penal"
"10605";"1209";"DIREITO PROCESSUAL PENAL";"Investigação Penal";"Competência do MP"
"10606";"1209";"DIREITO PROCESSUAL PENAL";"Investigação Penal";"Cerceamento de Defesa"
"10607";"1209";"DIREITO PROCESSUAL PENAL";"Investigação Penal";"Quebra do Sigilo Bancário"
"10608";"1209";"DIREITO PROCESSUAL PENAL";"Investigação Penal";"Quebra do Sigilo Fiscal"
"10609";"1209";"DIREITO PROCESSUAL PENAL";"Investigação Penal";"Quebra do Sigilo Telefônico"
"10610";"1209";"DIREITO PROCESSUAL PENAL";"Investigação Penal";"Trancamento"
"10612";"287";"DIREITO PENAL";"Parte Geral";"Tipicidade"
"10613";"287";"DIREITO PENAL";"Parte Geral";"Excludentes"
"10614";"287";"DIREITO PENAL";"Parte Geral";"Tipicidade | Abolitio Criminis"
"10615";"287";"DIREITO PENAL";"Parte Geral";"Tipicidade | Princípio da Insignificância"
"10616";"287";"DIREITO PENAL";"Parte Geral";"Excludentes | Legítima Defesa"
"10617";"287";"DIREITO PENAL";"Parte Geral";"Excludentes | Estado de Necessidade"
"10618";"287";"DIREITO PENAL";"Parte Geral";"Excludentes | Estrito Cumprimento do Dever Legal"
"10619";"287";"DIREITO PENAL";"Parte Geral";"Excludentes | Inexigibilidade de Conduta Diversa"
"10620";"287";"DIREITO PENAL";"Parte Geral";"Parte Geral"
"10621";"287";"DIREITO PENAL";"Parte Geral";"Aplicação da Pena"
"10622";"287";"DIREITO PENAL";"Parte Geral";"Extinção da Punibilidade"
"10623";"287";"DIREITO PENAL";"Parte Geral";"Extinção da Punibilidade | Prescrição"
"10624";"287";"DIREITO PENAL";"Parte Geral";"Extinção da Punibilidade | Perdão"
"10625";"287";"DIREITO PENAL";"Parte Geral";"Extinção da Punibilidade | Anistia"
"10626";"287";"DIREITO PENAL";"Parte Geral";"Extinção da Punibilidade | Indulto"
"10627";"287";"DIREITO PENAL";"Parte Geral";"Extinção da Punibilidade | Pagamento ou Parcelamento do Crédito Tributário"
"10628";"287";"DIREITO PENAL";"Parte Geral";"Aplicação da Pena | Substituição da Pena"
"10630";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Transação"
"10631";"1209";"DIREITO PROCESSUAL PENAL";"Jurisdição e Competência";"Desaforamento"
"10632";"1209";"DIREITO PROCESSUAL PENAL";"Prisão Temporária";"Prisão Temporária"
"10633";"287";"DIREITO PENAL";"Parte Geral";"Aplicação da Pena | Regime inicial"
"10634";"287";"DIREITO PENAL";"Parte Geral";"Suspensão condicional da pena"
"10635";"1209";"DIREITO PROCESSUAL PENAL";"Execução Penal e de Medidas Alternativas";"Pena Privativa de Liberdade | Progressão de Regime"
"10636";"1209";"DIREITO PROCESSUAL PENAL";"Execução Penal e de Medidas Alternativas";"Pena Privativa de Liberdade | Livramento condicional"
"10637";"1209";"DIREITO PROCESSUAL PENAL";"Execução Penal e de Medidas Alternativas";"Pena Privativa de Liberdade | Remição"
"10638";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Acumulação de Proventos"
"10640";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Prisão Decorrente de Sentença Condenatória"
"10641";"1209";"DIREITO PROCESSUAL PENAL";"Execução Penal e de Medidas Alternativas";"Penas do Código Penal Militar"
"10642";"287";"DIREITO PENAL";"Parte Geral";"Efeitos da Condenação"
"10643";"287";"DIREITO PENAL";"Parte Geral";"Efeitos da Condenação | Perda da Função Pública"
"10644";"287";"DIREITO PENAL";"Parte Geral";"Efeitos da Condenação | Perda de Bens e Valores"
"10645";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Controle de Constitucionalidade";"Controle de Constitucionalidade"
"10646";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Controle de Constitucionalidade";"Inconstitucionalidade Material"
"10647";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Controle de Constitucionalidade";"Processo Legislativo"
"10651";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Jurisdição e Competência";"Competência  | Competência dos Juizados Especiais"
"10652";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Jurisdição e Competência";"Competência  | Competência da Justiça do Trabalho"
"10653";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Jurisdição e Competência";"Competência  | Competência da Justiça Federal"
"10654";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Jurisdição e Competência";"Competência  | Competência da Justiça Estadual"
"10655";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";" Partes e Procuradores";"Sucumbência  | Honorários Advocatícios"
"10656";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";" Partes e Procuradores";"Sucumbência  | Honorários Advocatícios em Execução Contra a Fazenda Pública"
"10657";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";" Partes e Procuradores";"Sucumbência  | Honorários Advocatícios em FGTS "
"10658";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";" Partes e Procuradores";"Sucumbência  | Custas"
"10659";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Órgãos Judiciários e Auxiliares da Justiça";"Do Juiz | Suspeição"
"10660";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Órgãos Judiciários e Auxiliares da Justiça";"Do Juiz | Impedimento"
"10661";"14";"DIREITO TRIBUTÁRIO";"Impostos";"IRPF/Imposto de Renda de Pessoa Física | Incidência sobre Abono de Permanência"
"10662";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Abono de Permanência"
"10666";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Recurso";"Regularidade Formal"
"10667";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Estaduais Específicas"
"10668";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Recurso";"Prazo | Fac-símile"
"10669";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Recurso";"Prazo | Protocolo Integrado / Descentralizado"
"10670";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Obrigação de Entregar"
"10671";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Obrigação de Fazer / Não Fazer"
"10672";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Precatório"
"10673";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Requisição de Pequeno Valor - RPV"
"10675";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Agentes Políticos";"Magistratura | Quinto Constitucional"
"10676";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Obrigação de Entregar | Imissão na Posse"
"10677";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Obrigação de Entregar | Busca e Apreensão"
"10678";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Precatório | Sequestro de Verbas Públicas"
"10679";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Precatório | Fracionamento"
"10680";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Precatório | Crédito Complementar"
"10681";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Agentes Políticos";"Parlamentares | Aposentadoria / Pensão Especial"
"10683";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Fato Superveniente ao Término do Prazo para Impugnação"
"10684";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Valor da Execução / Cálculo / Atualização | Juros"
"10685";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Valor da Execução / Cálculo / Atualização | Correção Monetária"
"10686";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Multa Cominatória / Astreintes"
"10687";"8826";"DIREITO PROCESSUAL CIVIL E DO TRABALHO";"Liquidação / Cumprimento / Execução";"Valor da Execução / Cálculo / Atualização | Taxa SELIC"
"10688";"9633";"DIREITO DA CRIANÇA E DO ADOLESCENTE";"Medidas Sócio-educativas";"Medidas Sócio-educativas"
"10689";"14";"DIREITO TRIBUTÁRIO";"Impostos";"IRPF/Imposto de Renda de Pessoa Física | Correção da Tabela"
"10690";"14";"DIREITO TRIBUTÁRIO";"Impostos";"IPMF - Imposto Provisório sobre Movimentação Financeira"
"10691";"1209";"DIREITO PROCESSUAL PENAL";"Ação Penal";"Suspensão | Questão Prejudicial"
"10692";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Organização Político-administrativa / Administração Pública";"Tribunal de Contas"
"10693";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Regime Estatutário | Nomeação | Cargo em Comissão"
"10695";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Categorias Especiais de Servidor Público"
"10696";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Categorias Especiais de Servidor Público | Professor"
"10697";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Categorias Especiais de Servidor Público | Procuradores de Órgãos / Entidades Públicos"
"10698";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Categorias Especiais de Servidor Público | Serventuários da Justiça"
"10699";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Isonomia/Equivalência Salarial | Extensão de Vantagem aos Inativos"
"10700";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Licenças / Afastamentos | Licença-Prêmio | Contagem em Dobro"
"10701";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Licenças / Afastamentos | Licença-Prêmio | Pagamento em Pecúnia"
"10702";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Reajustes de Remuneração, Proventos ou Pensão | Índice da URV Lei 8.880/1994 | Índice de 3,17%"
"10703";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Reajustes de Remuneração, Proventos ou Pensão | Índice da URV Lei 8.880/1994 | Índice de 11,98%"
"10705";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Subteto Salarial"
"10706";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Municipais Específicas"
"10707";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Estaduais Específicas | Gratificação de Encargos Especiais - GEE"
"10708";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Estaduais Específicas | Gratificação de Estímulo à Produção Individual - GEPI"
"10709";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Estaduais Específicas | Gratificação Estadual - AM"
"10710";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Estaduais Específicas | Adicional de Etapa Alimentar"
"10711";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Estaduais Específicas | Gratificação de Suporte às Atividades Escolares - GSAE"
"10712";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Estaduais Específicas | Gratificação por Trabalho Educacional - GTE"
"10713";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Estaduais Específicas | Gratificação de Suporte Administrativo - GASA"
"10714";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Estaduais Específicas | Gratificação-Prêmio"
"10715";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Estaduais Específicas | Gratificação Complementar de Vencimento"
"10718";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas"
"10719";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Desempenho de Atividade Técnico Administrativa - GDATA"
"10720";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Desempenho de Atividade Tributária - GDAT"
"10721";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Desempenho de Atividade de Fiscalização Agropecuária - GDAFA"
"10722";"9985";"DIREITO ADMINISTRATIVO E OUTRAS MATÉRIAS DE DIREITO PÚBLICO";"Servidor Público Civil";"Sistema Remuneratório e Benefícios | Gratificações Por Atividades Específicas | Gratificação de Desempenho de Atividade Jurídica - GDAJ"
